id,indicatordescriptionid,timeframeid,timeframe,localeid,locale_name,gvid,modifiergraphid,dimensiongraphid,dimensiongraphsortorder,modifiergraphsortorder,dimensiongraphlabel,dimensiongraphheader,textualvalue,floatvalue,formattedvalue,graphvalue,numerator,denominator,confidenceintervallow,confidenceintervallowformatted,graphcilowvalue,confidenceintervalhigh,confidenceintervalhighformatted,graphcihighvalue,standarderror,standarderrorformatted,standarderrorgraphvalue,integraltarget,floattarget,formattedtarget,fipscode,ssacode,hrrcode
192271073,50011,30,2002-2008,101,Alabama - Autauga,0O0101,28,1,1,29,Total (Age-adjusted),Total,,35.5,35.5,35.5,,,28.6,28.6,28.6,42.4,42.4,42.4,3.5,3.5,3.5,,,,1001,,
192271074,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,1,1,1,Total,Total,,30.8,30.8,30.8,107,347761,24.9,24.9,24.9,36.6,36.6,36.6,3.0,3.0,3.0,,,,1001,,
192271075,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,317,67,1,Aged <18 years,Age,,,DSU,,,,,,,,,,,,,,,,1001,,
192271076,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,318,179,1,Aged <18 years; Male,Age; Sex,,,DSU,,,,,,,,,,,,,,,,1001,,
192271077,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,327,222,1,Aged <18 years; Female,Age; Sex,,,DSU,,,,,,,,,,,,,,,,1001,,
192271078,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,336,930,1,Aged <18 years; White,Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1001,,
192271079,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,337,976,1,Aged <18 years; Black or African American,Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1001,,
192271080,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,338,1022,1,Aged <18 years; American Indian or Alaska Native,Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1001,,
192271081,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,339,1068,1,Aged <18 years; Asian or Pacific Islander,Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1001,,
192271082,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,343,1129,1,Aged <18 years; Hispanic or Latino,Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1001,,
192271083,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,344,1269,1,"Aged <18 years; White, non-Hispanic",Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1001,,
192271084,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,345,1319,1,"Aged <18 years; Black or African American, non-Hispanic",Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1001,,
192271085,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,346,1218,1,Aged <18 years; Not Hispanic or Latino,Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1001,,
192271086,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,422,81,1,Aged 18-44 years,Age,,,DSU,,,,,,,,,,,,,,,,1001,,
192271087,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,423,183,1,Aged 18-44 years; Male,Age; Sex,,,DSU,,,,,,,,,,,,,,,,1001,,
192271088,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,432,226,1,Aged 18-44 years; Female,Age; Sex,,,DSU,,,,,,,,,,,,,,,,1001,,
192271089,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,441,935,1,Aged 18-44 years; White,Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1001,,
192271090,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,442,981,1,Aged 18-44 years; Black or African American,Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1001,,
192271091,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,443,1027,1,Aged 18-44 years; American Indian or Alaska Native,Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1001,,
192271092,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,444,1073,1,Aged 18-44 years; Asian or Pacific Islander,Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1001,,
192271093,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,445,1134,1,Aged 18-44 years; Hispanic or Latino,Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1001,,
192271094,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,446,1274,1,"Aged 18-44 years; White, non-Hispanic",Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1001,,
192271095,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,447,1324,1,"Aged 18-44 years; Black or African American, non-Hispanic",Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1001,,
192271096,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,448,1223,1,Aged 18-44 years; Not Hispanic or Latino,Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1001,,
192271097,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,789,132,1,Aged 45-64 years,Age,,40.6,40.6,40.6,34,83833,28.1,28.1,28.1,56.7,56.7,56.7,7.0,7.0,7.0,,,,1001,,
192271098,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,790,196,1,Aged 45-64 years; Male,Age; Sex,,,DSU,,17,40857,,,,,,,,,,,,,1001,,
192271099,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,799,239,1,Aged 45-64 years; Female,Age; Sex,,,DSU,,17,42976,,,,,,,,,,,,,1001,,
192271100,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,808,948,1,Aged 45-64 years; White,Age; Race/Ethnicity,,33.1,33.1,33.1,23,69584,21.0,21.0,21.0,49.6,49.6,49.6,6.9,6.9,6.9,,,,1001,,
192271101,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,809,994,1,Aged 45-64 years; Black or African American,Age; Race/Ethnicity,,,DSU,,11,13197,,,,,,,,,,,,,1001,,
192271102,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,810,1040,1,Aged 45-64 years; American Indian or Alaska Native,Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1001,,
192271103,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,811,1086,1,Aged 45-64 years; Asian or Pacific Islander,Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1001,,
192271104,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,812,1149,1,Aged 45-64 years; Hispanic or Latino,Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1001,,
192271105,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,813,1287,1,"Aged 45-64 years; White, non-Hispanic",Age; Race/Ethnicity,,33.4,33.4,33.4,23,68786,21.2,21.2,21.2,50.2,50.2,50.2,7.0,7.0,7.0,,,,1001,,
192271106,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,814,1337,1,"Aged 45-64 years; Black or African American, non-Hispanic",Age; Race/Ethnicity,,,DSU,,11,13103,,,,,,,,,,,,,1001,,
192271107,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,815,1237,1,Aged 45-64 years; Not Hispanic or Latino,Age; Race/Ethnicity,,41.0,41.0,41.0,34,82910,28.4,28.4,28.4,57.3,57.3,57.3,7.0,7.0,7.0,,,,1001,,
192271108,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,1043,156,1,Aged 65 years and over,Age,,179.2,179.2,179.2,68,37951,139.1,139.1,139.1,227.2,227.2,227.2,21.7,21.7,21.7,,,,1001,,
192271109,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,1044,205,1,Aged 65 years and over; Male,Age; Sex,,163.5,163.5,163.5,26,15905,106.8,106.8,106.8,239.5,239.5,239.5,32.1,32.1,32.1,,,,1001,,
192271110,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,1053,248,1,Aged 65 years and over; Female,Age; Sex,,190.5,190.5,190.5,42,22046,137.3,137.3,137.3,257.5,257.5,257.5,29.4,29.4,29.4,,,,1001,,
192271111,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,1062,955,1,Aged 65 years and over; White,Age; Race/Ethnicity,,132.8,132.8,132.8,43,32388,96.1,96.1,96.1,178.8,178.8,178.8,20.2,20.2,20.2,,,,1001,,
192271112,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,1063,1001,1,Aged 65 years and over; Black or African American,Age; Race/Ethnicity,,477.0,477.0,477.0,25,5241,308.7,308.7,308.7,704.2,704.2,704.2,95.4,95.4,95.4,,,,1001,,
192271113,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,1064,1047,1,Aged 65 years and over; American Indian or Alaska Native,Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1001,,
192271114,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,1065,1093,1,Aged 65 years and over; Asian or Pacific Islander,Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1001,,
192271115,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,1066,1157,1,Aged 65 years and over; Hispanic or Latino,Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1001,,
192271116,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,1067,1294,1,"Aged 65 years and over; White, non-Hispanic",Age; Race/Ethnicity,,133.9,133.9,133.9,43,32107,96.9,96.9,96.9,180.4,180.4,180.4,20.4,20.4,20.4,,,,1001,,
192271117,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,1068,1344,1,"Aged 65 years and over; Black or African American, non-Hispanic",Age; Race/Ethnicity,,478.8,478.8,478.8,25,5221,309.9,309.9,309.9,706.9,706.9,706.9,95.8,95.8,95.8,,,,1001,,
192271118,50011,30,2002-2008,101,Alabama - Autauga,0O0101,0,1069,1244,1,Aged 65 years and over; Not Hispanic or Latino,Age; Race/Ethnicity,,180.7,180.7,180.7,68,37641,140.3,140.3,140.3,229.0,229.0,229.0,21.9,21.9,21.9,,,,1001,,
192271119,50011,30,2002-2008,101,Alabama - Autauga,0O0101,28,1205,1609,29,Male (Age-adjusted),Sex,,35.5,35.5,35.5,,,25.7,25.7,25.7,47.8,47.8,47.8,6.1,6.1,6.1,,,,1001,,
192271120,50011,30,2002-2008,101,Alabama - Autauga,0O0101,28,1206,1616,29,Male; White (Age-adjusted),Sex; Race/Ethnicity,,33.2,33.2,33.2,,,22.9,22.9,22.9,46.6,46.6,46.6,6.7,6.7,6.7,,,,1001,,
192271121,50011,30,2002-2008,101,Alabama - Autauga,0O0101,28,1207,1620,29,Male; Black or African American (Age-adjusted),Sex; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1001,,
192271122,50011,30,2002-2008,101,Alabama - Autauga,0O0101,28,1208,1624,29,Male; American Indian or Alaska Native (Age-adjusted),Sex; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1001,,
192271123,50011,30,2002-2008,101,Alabama - Autauga,0O0101,28,1209,1628,29,Male; Asian or Pacific Islander (Age-adjusted),Sex; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1001,,
192271124,50011,30,2002-2008,101,Alabama - Autauga,0O0101,28,1210,1636,29,Male; Hispanic or Latino (Age-adjusted),Sex; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1001,,
192271125,50011,30,2002-2008,101,Alabama - Autauga,0O0101,28,1211,1644,29,"Male; White, non-Hispanic (Age-adjusted)",Sex; Race/Ethnicity,,33.6,33.6,33.6,,,23.1,23.1,23.1,47.1,47.1,47.1,6.8,6.8,6.8,,,,1001,,
192271126,50011,30,2002-2008,101,Alabama - Autauga,0O0101,28,1212,1648,29,"Male; Black or African American, non-Hispanic (Age-adjusted)",Sex; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1001,,
192271127,50011,30,2002-2008,101,Alabama - Autauga,0O0101,28,1215,1640,29,Male; Not Hispanic or Latino (Age-adjusted),Sex; Race/Ethnicity,,35.8,35.8,35.8,,,25.9,25.9,25.9,48.3,48.3,48.3,6.2,6.2,6.2,,,,1001,,
192271128,50011,30,2002-2008,101,Alabama - Autauga,0O0101,28,1216,1610,29,Female (Age-adjusted),Sex,,36.6,36.6,36.6,,,28.2,28.2,28.2,46.8,46.8,46.8,4.6,4.6,4.6,,,,1001,,
192271129,50011,30,2002-2008,101,Alabama - Autauga,0O0101,28,1217,1617,29,Female; White (Age-adjusted),Sex; Race/Ethnicity,,22.9,22.9,22.9,,,15.9,15.9,15.9,32.0,32.0,32.0,4.0,4.0,4.0,,,,1001,,
192271130,50011,30,2002-2008,101,Alabama - Autauga,0O0101,28,1218,1621,29,Female; Black or African American (Age-adjusted),Sex; Race/Ethnicity,,107.9,107.9,107.9,,,72.8,72.8,72.8,154.0,154.0,154.0,19.8,19.8,19.8,,,,1001,,
192271131,50011,30,2002-2008,101,Alabama - Autauga,0O0101,28,1219,1625,29,Female; American Indian or Alaska Native (Age-adjusted),Sex; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1001,,
192271132,50011,30,2002-2008,101,Alabama - Autauga,0O0101,28,1220,1629,29,Female; Asian or Pacific Islander (Age-adjusted),Sex; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1001,,
192271133,50011,30,2002-2008,101,Alabama - Autauga,0O0101,28,1221,1637,29,Female; Hispanic or Latino (Age-adjusted),Sex; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1001,,
192271134,50011,30,2002-2008,101,Alabama - Autauga,0O0101,28,1222,1645,29,"Female; White, non-Hispanic (Age-adjusted)",Sex; Race/Ethnicity,,23.1,23.1,23.1,,,16.0,16.0,16.0,32.3,32.3,32.3,4.0,4.0,4.0,,,,1001,,
192271135,50011,30,2002-2008,101,Alabama - Autauga,0O0101,28,1223,1649,29,"Female; Black or African American, non-Hispanic (Age-adjusted)",Sex; Race/Ethnicity,,108.3,108.3,108.3,,,73.1,73.1,73.1,154.6,154.6,154.6,19.9,19.9,19.9,,,,1001,,
192271136,50011,30,2002-2008,101,Alabama - Autauga,0O0101,28,1226,1641,29,Female; Not Hispanic or Latino (Age-adjusted),Sex; Race/Ethnicity,,36.9,36.9,36.9,,,28.4,28.4,28.4,47.2,47.2,47.2,4.6,4.6,4.6,,,,1001,,
192271137,50011,30,2002-2008,101,Alabama - Autauga,0O0101,28,1228,1719,29,White (Age-adjusted),Race/Ethnicity,,26.2,26.2,26.2,,,20.3,20.3,20.3,33.3,33.3,33.3,3.3,3.3,3.3,,,,1001,,
192271138,50011,30,2002-2008,101,Alabama - Autauga,0O0101,28,1231,1722,29,Black or African American (Age-adjusted),Race/Ethnicity,,88.5,88.5,88.5,,,63.3,63.3,63.3,120.6,120.6,120.6,14.3,14.3,14.3,,,,1001,,
192271139,50011,30,2002-2008,101,Alabama - Autauga,0O0101,28,1233,1724,29,American Indian or Alaska Native (Age-adjusted),Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1001,,
192271140,50011,30,2002-2008,101,Alabama - Autauga,0O0101,28,1237,1728,29,Asian or Pacific Islander (Age-adjusted),Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1001,,
192271141,50011,30,2002-2008,101,Alabama - Autauga,0O0101,28,1245,1735,29,Hispanic or Latino (Age-adjusted),Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1001,,
192271142,50011,30,2002-2008,101,Alabama - Autauga,0O0101,28,1247,1743,29,"White, non-Hispanic (Age-adjusted)",Race/Ethnicity,,26.4,26.4,26.4,,,20.5,20.5,20.5,33.6,33.6,33.6,3.3,3.3,3.3,,,,1001,,
192271143,50011,30,2002-2008,101,Alabama - Autauga,0O0101,28,1249,1745,29,"Black or African American, non-Hispanic (Age-adjusted)",Race/Ethnicity,,88.9,88.9,88.9,,,63.5,63.5,63.5,121.1,121.1,121.1,14.3,14.3,14.3,,,,1001,,
192271144,50011,30,2002-2008,101,Alabama - Autauga,0O0101,28,1257,1741,29,Not Hispanic or Latino (Age-adjusted),Race/Ethnicity,,35.8,35.8,35.8,,,28.8,28.8,28.8,42.8,42.8,42.8,3.6,3.6,3.6,,,,1001,,
192271145,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,28,1,1,29,Total (Age-adjusted),Total,,21.5,21.5,21.5,,,19.0,19.0,19.0,24.0,24.0,24.0,1.3,1.3,1.3,,,,1003,,
192271146,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,1,1,1,Total,Total,,25.6,25.6,25.6,290,1134267,22.6,22.6,22.6,28.5,28.5,28.5,1.5,1.5,1.5,,,,1003,,
192271147,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,317,67,1,Aged <18 years,Age,,,DSU,,,,,,,,,,,,,,,,1003,,
192271148,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,318,179,1,Aged <18 years; Male,Age; Sex,,,DSU,,,,,,,,,,,,,,,,1003,,
192271149,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,327,222,1,Aged <18 years; Female,Age; Sex,,,DSU,,,,,,,,,,,,,,,,1003,,
192271150,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,336,930,1,Aged <18 years; White,Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1003,,
192271151,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,337,976,1,Aged <18 years; Black or African American,Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1003,,
192271152,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,338,1022,1,Aged <18 years; American Indian or Alaska Native,Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1003,,
192271153,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,339,1068,1,Aged <18 years; Asian or Pacific Islander,Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1003,,
192271154,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,343,1129,1,Aged <18 years; Hispanic or Latino,Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1003,,
192271155,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,344,1269,1,"Aged <18 years; White, non-Hispanic",Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1003,,
192271156,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,345,1319,1,"Aged <18 years; Black or African American, non-Hispanic",Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1003,,
192271157,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,346,1218,1,Aged <18 years; Not Hispanic or Latino,Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1003,,
192271158,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,422,81,1,Aged 18-44 years,Age,,,DSU,,11,374054,,,,,,,,,,,,,1003,,
192271159,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,423,183,1,Aged 18-44 years; Male,Age; Sex,,,DSU,,,,,,,,,,,,,,,,1003,,
192271160,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,432,226,1,Aged 18-44 years; Female,Age; Sex,,,DSU,,,,,,,,,,,,,,,,1003,,
192271161,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,441,935,1,Aged 18-44 years; White,Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1003,,
192271162,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,442,981,1,Aged 18-44 years; Black or African American,Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1003,,
192271163,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,443,1027,1,Aged 18-44 years; American Indian or Alaska Native,Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1003,,
192271164,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,444,1073,1,Aged 18-44 years; Asian or Pacific Islander,Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1003,,
192271165,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,445,1134,1,Aged 18-44 years; Hispanic or Latino,Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1003,,
192271166,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,446,1274,1,"Aged 18-44 years; White, non-Hispanic",Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1003,,
192271167,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,447,1324,1,"Aged 18-44 years; Black or African American, non-Hispanic",Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1003,,
192271168,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,448,1223,1,Aged 18-44 years; Not Hispanic or Latino,Age; Race/Ethnicity,,,DSU,,11,357438,,,,,,,,,,,,,1003,,
192271169,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,789,132,1,Aged 45-64 years,Age,,20.5,20.5,20.5,64,311492,15.8,15.8,15.8,26.2,26.2,26.2,2.6,2.6,2.6,,,,1003,,
192271170,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,790,196,1,Aged 45-64 years; Male,Age; Sex,,25.4,25.4,25.4,38,149587,18.0,18.0,18.0,34.9,34.9,34.9,4.1,4.1,4.1,,,,1003,,
192271171,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,799,239,1,Aged 45-64 years; Female,Age; Sex,,16.1,16.1,16.1,26,161905,10.5,10.5,10.5,23.5,23.5,23.5,3.1,3.1,3.1,,,,1003,,
192271172,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,808,948,1,Aged 45-64 years; White,Age; Race/Ethnicity,,18.8,18.8,18.8,53,282629,14.0,14.0,14.0,24.5,24.5,24.5,2.6,2.6,2.6,,,,1003,,
192271173,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,809,994,1,Aged 45-64 years; Black or African American,Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1003,,
192271174,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,810,1040,1,Aged 45-64 years; American Indian or Alaska Native,Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1003,,
192271175,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,811,1086,1,Aged 45-64 years; Asian or Pacific Islander,Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1003,,
192271176,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,812,1149,1,Aged 45-64 years; Hispanic or Latino,Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1003,,
192271177,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,813,1287,1,"Aged 45-64 years; White, non-Hispanic",Age; Race/Ethnicity,,19.1,19.1,19.1,53,278122,14.3,14.3,14.3,24.9,24.9,24.9,2.6,2.6,2.6,,,,1003,,
192271178,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,814,1337,1,"Aged 45-64 years; Black or African American, non-Hispanic",Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1003,,
192271179,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,815,1237,1,Aged 45-64 years; Not Hispanic or Latino,Age; Race/Ethnicity,,20.9,20.9,20.9,64,306652,16.1,16.1,16.1,26.7,26.7,26.7,2.6,2.6,2.6,,,,1003,,
192271180,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,1043,156,1,Aged 65 years and over,Age,,118.4,118.4,118.4,215,181523,102.6,102.6,102.6,134.3,134.3,134.3,8.1,8.1,8.1,,,,1003,,
192271181,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,1044,205,1,Aged 65 years and over; Male,Age; Sex,,107.8,107.8,107.8,90,83451,86.7,86.7,86.7,132.6,132.6,132.6,11.4,11.4,11.4,,,,1003,,
192271182,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,1053,248,1,Aged 65 years and over; Female,Age; Sex,,127.5,127.5,127.5,125,98072,105.1,105.1,105.1,149.8,149.8,149.8,11.4,11.4,11.4,,,,1003,,
192271183,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,1062,955,1,Aged 65 years and over; White,Age; Race/Ethnicity,,99.2,99.2,99.2,169,170305,84.3,84.3,84.3,114.2,114.2,114.2,7.6,7.6,7.6,,,,1003,,
192271184,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,1063,1001,1,Aged 65 years and over; Black or African American,Age; Race/Ethnicity,,451.1,451.1,451.1,45,9976,329.0,329.0,329.0,603.6,603.6,603.6,67.2,67.2,67.2,,,,1003,,
192271185,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,1064,1047,1,Aged 65 years and over; American Indian or Alaska Native,Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1003,,
192271186,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,1065,1093,1,Aged 65 years and over; Asian or Pacific Islander,Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1003,,
192271187,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,1066,1157,1,Aged 65 years and over; Hispanic or Latino,Age; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1003,,
192271188,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,1067,1294,1,"Aged 65 years and over; White, non-Hispanic",Age; Race/Ethnicity,,100.0,100.0,100.0,169,169065,84.9,84.9,84.9,115.0,115.0,115.0,7.7,7.7,7.7,,,,1003,,
192271189,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,1068,1344,1,"Aged 65 years and over; Black or African American, non-Hispanic",Age; Race/Ethnicity,,454.6,454.6,454.6,45,9899,331.6,331.6,331.6,608.3,608.3,608.3,67.8,67.8,67.8,,,,1003,,
192271190,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,0,1069,1244,1,Aged 65 years and over; Not Hispanic or Latino,Age; Race/Ethnicity,,119.3,119.3,119.3,215,180168,103.4,103.4,103.4,135.3,135.3,135.3,8.1,8.1,8.1,,,,1003,,
192271191,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,28,1205,1609,29,Male (Age-adjusted),Sex,,22.2,22.2,22.2,,,18.3,18.3,18.3,26.0,26.0,26.0,2.0,2.0,2.0,,,,1003,,
192271192,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,28,1206,1616,29,Male; White (Age-adjusted),Sex; Race/Ethnicity,,19.4,19.4,19.4,,,15.7,15.7,15.7,23.1,23.1,23.1,1.9,1.9,1.9,,,,1003,,
192271193,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,28,1207,1620,29,Male; Black or African American (Age-adjusted),Sex; Race/Ethnicity,,63.3,63.3,63.3,,,39.7,39.7,39.7,95.8,95.8,95.8,14.1,14.1,14.1,,,,1003,,
192271194,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,28,1208,1624,29,Male; American Indian or Alaska Native (Age-adjusted),Sex; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1003,,
192271195,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,28,1209,1628,29,Male; Asian or Pacific Islander (Age-adjusted),Sex; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1003,,
192271196,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,28,1210,1636,29,Male; Hispanic or Latino (Age-adjusted),Sex; Race/Ethnicity,,,DSU,,,,,,,,,,,,,,,,1003,,
192271197,50011,30,2002-2008,102,Alabama - Baldwin,0O0103,28,1211,1644,29,"Male; White, non-Hispanic (Age-adjusted)",Sex; Race/Ethnicity,,19.7,19.7,19.7,,,15.9,15.9,15.9,23.4,23.4,23.4,1.9,1.9,1.9,,,,1003,,
